clean_text,category
"barmaid turned congress into khanress
tea seller turned bjp into modis bjp pappu will bury the khanress ",0
join and interact with shri narendra modi directly,1
kejriwal whom people elected certain basic issues has gone astray has only issue now and that modino country economicsno politicsno great slogans shameful,1
letter friend who happens modi supporter,0
here are 200 reasons vote modi fragile five fastest growing economy india 11th largest 5th largest economy india share world gdp from 243 2014 308 2018 average gdp against previous regime,-1
hating modi has become fashion for dumb people display their intelligence,-1
bjp great party very much modi jay,1
our respected prime minister shri narendra modi has nation wide agenda for clean india dehradoon municipal corporation garbage collection van only comes once week how can you expect clean dehradoon and clean nation,1
good for india and all indian only modi,1
you know manmohan singh oxford graduate and obama seek helped from him when america were depression your calling him scam you want list all the scams modi did thus far ’ sad see even young kids like you supporting modi why india have such hard time,-1
but modi like,0
through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections republic world,0
kucch bhi karo kaise bhi modi criticise karo that’ the agenda people like you and you all this the name socalled ‘humour’ ’ going fail miserably,-1
she demanded report from our foreign office pak about the conversion contraversy while our own judges are hand glove with islamists here,1
"dispute about price
why price 600 croresjet during upa tripled 1600 croresjet during modi govts deal
why anil ambani included offset partner with experience infra structure for jets
why lied court about convent cag for deal typo
",0
suar btayenge hume hum kisko vote kre india future with modi better concentrate your banana republic where islamic terrorism peak,1
main reason small things modi has done and get 1000 water railway station toilet every,-1
that love this hindutva terrorist swami aseemanand accused killing mostly muslims including pakistanis but modi govt helps him free which moral ground will india blame pakistan china now for masood azhar,1
"referring this
",0
"basically they are telling about their own significance modi loses all such fake farji impotent shoe lickers will not heard thats why spreading this fear
they are afraid their own survival",-1
reasons why you should not vote bjp 2019 elections attacks tyrant govt against the common man,-1
the congress insulted the calling them chors today shri narendra modi has converted their jibe into indias biggest vote campaign and has already won the lakh votes the real the country,1
you love him him but you cannot ignore the fact that his own had totally exposed the modi govt fascist and antiindia policieshis efforts have made modirss bjp realise that they are not india they could also defeated the people our country,1
